,isHomeTeam,X,Y,S,A,Orientation,Dir,Season,Quarter,Down,Distance,HomeScoreBeforePlay,VisitorScoreBeforePlay,IsPossTeamInLead,DefendersInTheBox,isPlayDirectionLeft,TimeSnapDiff,YardsToTouchdown,PlayerHeightInches,Age,Week,StadiumTypeCode,TurfCode,isFirstDown,Centers,Cornerbacks,DefensiveEnds,DefensiveTackles,LineBackers,NoseTackles,OffensiveGuards,Safeties,TightEnds
163,1,31.02,23.27,4.27,3.61,48.71,178.68,2017,1,2,9,0,0,0,6,0,1.0,74,71,24,1,1,1,0,0,2,1,1,4,1,2,2,3
164,1,31.78,25.65,4.05,3.02,339.8,88.59,2017,1,1,10,0,7,1,7,0,1.0,75,71,24,1,1,1,0,0,2,1,1,4,1,2,2,2
165,1,34.55,22.97,4.93,3.74,87.34,163.67,2017,1,2,5,0,7,1,6,0,1.0,70,71,24,1,1,1,0,0,2,1,1,4,1,2,2,1
166,1,28.53,23.32,3.26,2.14,316.71,38.43,2017,1,2,12,0,7,1,6,0,1.0,77,71,24,1,1,1,0,0,3,1,1,4,0,2,2,1
167,1,36.23,33.21,4.11,2.14,301.38,32.21,2017,1,1,10,0,7,1,7,0,2.0,68,71,24,1,1,1,0,0,3,1,1,4,0,2,2,1
168,1,53.97,23.49,3.83,3.49,329.88,61.71,2017,1,1,10,0,7,1,6,0,1.0,52,71,24,1,1,1,0,0,3,1,0,4,1,2,2,1
169,1,72.07,25.32,3.7,2.42,333.7,56.62,2017,1,2,2,0,7,1,6,0,1.0,34,69,23,1,1,1,1,0,3,2,0,4,0,2,2,1
170,1,75.74,26.7,3.29,0.82,319.48,61.4,2017,1,1,10,0,7,1,6,0,1.0,31,71,24,1,1,1,0,0,3,1,0,4,1,2,2,1
171,1,103.6,23.02,3.41,2.68,189.74,94.45,2017,1,1,3,0,7,1,8,0,1.0,3,71,24,1,1,1,0,0,2,2,1,3,1,2,2,1
172,0,90.72,28.14,3.18,1.71,195.99,312.03,2017,1,2,10,7,7,0,6,1,1.0,75,73,25,1,1,1,0,1,2,1,2,4,0,2,2,2
173,0,43.23,21.69,0.8,2.11,292.23,102.21,2017,2,2,15,7,7,0,5,0,1.0,61,73,25,1,1,1,0,1,3,1,1,4,0,2,2,1
174,1,74.24,26.23,2.93,1.9,168.66,217.67,2017,2,1,10,7,7,0,6,1,1.0,60,71,24,1,1,1,0,0,3,1,1,4,0,2,2,1
175,0,10.67,22.92,3.59,2.29,342.9,97.78,2017,2,1,10,7,7,0,7,0,1.0,94,73,22,1,1,1,0,1,2,1,2,4,0,2,2,2
176,0,26.15,28.41,3.44,1.27,354.96,105.11,2017,2,3,1,7,7,0,7,0,2.0,79,73,25,1,1,1,0,1,3,1,1,4,0,2,2,1
177,1,56.73,26.24,4.99,4.11,139.89,195.4,2017,2,1,10,7,7,0,7,1,1.0,41,71,24,1,1,1,0,0,2,1,1,4,1,2,2,1
178,1,78.79,30.59,2.59,2.45,191.35,214.72,2017,2,1,10,7,7,0,6,1,1.0,64,71,24,1,1,1,0,0,3,1,1,4,0,2,2,1
179,1,76.94,23.13,2.85,2.44,191.91,291.62,2017,2,2,9,7,7,0,6,1,1.0,63,71,24,1,1,1,0,0,3,1,1,4,0,2,2,1
180,0,95.95,25.05,3.31,2.64,5.22,150.2,2017,2,2,9,7,7,0,6,0,1.0,9,73,25,1,1,1,0,1,3,1,1,4,0,2,2,1
181,1,104.43,21.05,4.05,1.98,151.89,225.86,2017,2,1,10,7,14,1,7,1,1.0,89,69,23,1,1,1,0,0,3,1,1,4,0,2,2,1
182,1,67.2,23.38,2.59,2.87,314.68,66.84,2017,3,1,10,7,14,1,6,0,1.0,36,71,24,1,1,1,0,0,2,1,1,4,1,2,2,2
183,1,94.45,29.96,3.52,2.7,35.67,153.42,2017,3,1,10,7,14,1,6,0,1.0,11,71,24,1,1,1,0,0,2,1,1,4,1,2,2,1
184,0,75.64,27.95,3.14,2.8,218.74,338.0,2017,3,1,10,10,14,0,5,1,1.0,61,73,25,1,1,1,0,1,3,1,2,4,0,2,1,1
185,0,23.3,31.97,1.59,2.06,177.2,245.68,2017,3,1,8,10,14,0,6,1,1.0,8,73,25,1,1,1,0,1,3,0,2,5,0,2,1,1
186,0,21.54,27.72,3.08,2.83,205.07,330.78,2017,3,2,7,10,14,0,5,1,1.0,7,73,25,1,1,1,0,1,3,0,2,5,0,2,1,1
187,1,55.44,23.18,2.79,2.58,326.23,62.97,2017,3,1,10,10,21,1,6,0,1.0,50,71,24,1,1,1,0,0,3,0,1,4,1,2,2,1
188,0,79.1,21.95,2.54,3.08,173.84,277.98,2017,3,2,8,10,21,0,5,1,1.0,64,73,22,1,1,1,0,1,3,1,2,4,0,2,1,1
189,0,54.62,28.01,3.53,3.52,332.6,32.74,2017,4,1,10,10,21,0,5,0,1.0,50,73,22,1,1,1,0,1,3,1,2,4,0,2,1,1
190,0,75.02,28.3,2.12,2.02,347.88,66.31,2017,4,1,10,10,21,0,5,0,1.0,30,73,22,1,1,1,0,1,3,1,2,4,0,2,1,1
191,0,26.8,27.86,3.09,2.81,346.6,132.92,2017,4,1,10,10,21,0,6,0,1.0,76,73,25,1,1,1,0,1,2,1,2,4,0,2,2,2
192,1,26.4,27.61,4.18,3.37,145.11,220.4,2017,4,1,10,10,21,1,6,1,2.0,11,69,23,1,1,1,0,0,3,2,0,4,0,2,2,1
193,0,60.88,27.13,4.19,3.2,38.89,149.62,2017,4,1,10,18,21,0,6,0,1.0,44,73,25,1,1,1,1,1,2,1,2,4,0,2,2,2
194,0,87.1,28.66,3.65,2.23,169.85,257.64,2017,1,2,6,0,0,0,6,1,1.0,73,73,25,1,2,2,0,1,2,1,3,2,0,2,3,1
195,0,70.77,30.62,3.12,2.28,147.51,204.03,2017,1,1,10,0,0,0,7,1,1.0,56,73,25,1,2,2,0,1,2,1,3,3,0,2,2,2
196,1,79.15,27.81,5.86,4.26,299.66,15.4,2017,1,1,10,0,0,0,6,0,1.0,26,69,24,1,2,2,0,2,2,1,2,4,0,1,2,2
197,1,19.05,20.56,5.34,3.9,42.42,162.05,2017,1,1,10,0,7,1,7,0,1.0,85,69,24,1,2,2,0,2,2,0,2,4,0,1,3,1
198,0,79.28,28.52,3.86,2.61,159.06,240.71,2017,1,2,7,0,7,0,7,1,1.0,64,73,25,1,2,2,0,1,2,2,2,3,0,2,2,2
199,0,72.68,24.95,3.34,1.02,170.7,247.51,2017,1,3,1,0,7,0,8,1,2.0,58,73,25,1,2,2,0,1,2,2,2,3,0,2,2,2
200,0,27.59,25.27,3.54,2.01,194.05,313.57,2017,1,1,10,0,7,0,7,1,1.0,13,73,25,1,2,2,0,1,2,1,3,3,0,2,2,2
201,0,19.32,31.42,3.15,2.93,179.47,281.49,2017,1,2,3,0,7,0,7,1,1.0,3,73,25,1,2,2,0,1,2,1,3,2,0,2,3,1
202,1,11.42,20.84,2.8,2.16,23.16,127.27,2017,1,1,10,0,10,1,6,0,1.0,93,69,24,1,2,2,0,2,2,0,2,4,0,1,3,1
203,1,22.07,20.46,4.14,0.59,47.78,149.88,2017,1,1,10,0,10,1,7,0,2.0,83,69,26,1,2,2,0,2,2,0,2,4,0,1,3,1
204,1,76.61,28.1,3.52,3.01,154.24,209.27,2017,2,1,10,0,10,1,6,1,1.0,62,69,24,1,2,2,0,2,2,1,2,3,0,1,3,1
205,0,27.07,29.81,3.18,2.18,344.51,62.36,2017,2,2,10,0,10,0,5,0,1.0,78,73,25,1,2,2,0,1,2,2,2,1,0,2,4,0
206,1,67.17,27.41,2.8,3.05,181.04,314.87,2017,2,1,20,0,10,1,6,1,1.0,52,69,24,1,2,2,0,2,2,0,2,4,0,1,3,1
207,1,43.4,24.79,3.31,3.15,162.81,250.68,2017,2,1,10,0,10,1,6,1,1.0,29,73,23,1,2,2,0,2,2,1,1,4,0,1,3,1
208,1,27.48,25.43,3.94,3.54,193.08,329.85,2017,2,2,4,0,10,1,6,1,1.0,13,69,24,1,2,2,0,2,2,1,1,4,0,1,3,1
209,1,24.71,32.33,4.93,3.83,220.5,320.46,2017,2,3,1,0,10,1,9,1,1.0,10,73,23,1,2,2,1,2,1,2,3,4,0,1,2,2
210,1,19.43,28.46,3.56,2.67,157.51,222.92,2017,2,1,4,0,10,1,7,1,1.0,4,69,24,1,2,2,0,2,2,0,2,4,0,1,3,1
211,1,77.56,25.6,4.6,1.85,118.49,201.72,2017,2,1,10,6,10,1,8,1,1.0,62,69,24,1,2,2,0,2,2,1,2,4,0,1,2,2
212,0,79.36,32.55,1.52,1.92,341.65,14.04,2017,2,2,10,6,10,0,6,0,1.0,26,73,25,1,2,2,0,1,2,2,2,2,0,2,3,1
213,1,91.22,28.96,3.59,2.37,190.03,300.02,2017,3,1,10,9,10,1,6,1,2.0,75,73,23,1,2,2,0,2,2,1,2,3,0,1,3,2
214,1,74.76,31.89,1.8,2.15,195.33,279.42,2017,3,1,10,9,10,1,6,1,1.0,60,69,24,1,2,2,0,2,2,0,2,4,0,1,3,1
215,0,11.05,25.34,3.71,2.99,337.69,41.42,2017,3,1,10,9,10,0,6,0,1.0,94,73,25,1,2,2,0,1,2,1,3,2,0,2,3,1
216,0,30.41,28.48,3.84,2.83,19.22,96.05,2017,3,1,10,9,10,0,6,0,1.0,75,68,26,1,2,2,0,1,2,1,3,2,0,2,3,1
217,0,102.86,31.09,4.04,3.92,18.81,95.45,2017,3,1,3,9,10,0,8,0,1.0,3,68,26,1,2,2,1,1,2,2,2,2,0,2,3,1
218,1,69.34,31.14,3.84,3.11,184.52,303.99,2017,3,1,10,9,17,1,7,1,1.0,53,69,24,1,2,2,0,2,2,0,2,4,0,1,3,1
219,0,26.14,28.13,3.87,2.73,327.34,30.25,2017,3,1,10,9,17,0,6,0,1.0,79,73,25,1,2,2,0,1,2,2,2,2,0,2,3,1
220,1,26.23,27.17,4.41,3.31,138.59,215.19,2017,3,1,10,9,17,1,6,1,1.0,10,73,23,1,2,2,0,2,2,1,2,3,0,1,3,1
221,0,37.67,27.69,3.76,2.47,6.37,68.86,2017,3,2,2,15,17,0,6,0,2.0,67,68,26,1,2,2,0,1,2,2,2,2,0,2,3,1
222,0,39.9,30.99,3.58,1.28,350.38,77.34,2017,3,3,1,15,17,0,10,0,1.0,66,68,26,1,2,2,1,1,1,2,2,4,0,2,2,3
223,0,34.64,30.72,3.11,1.73,16.78,79.65,2017,3,1,15,15,17,0,7,0,1.0,70,68,26,1,2,2,0,1,2,1,3,2,0,2,3,1
224,1,70.51,20.19,5.56,3.77,51.14,159.44,2017,4,1,10,15,17,1,6,0,1.0,34,69,24,1,2,2,0,2,2,1,2,4,0,1,2,2
225,1,90.57,33.02,5.27,3.8,309.72,22.62,2017,4,1,10,15,17,1,7,0,1.0,14,69,24,1,2,2,0,2,2,0,2,4,0,1,3,1
226,1,95.64,26.99,4.99,3.73,45.23,161.88,2017,4,1,8,15,17,1,6,0,1.0,8,69,24,1,2,2,0,2,2,1,2,3,0,1,3,1
227,1,32.29,22.01,3.87,3.11,4.31,140.14,2017,4,1,10,21,17,0,6,0,1.0,72,69,24,1,2,2,0,2,2,1,2,4,0,1,2,2
228,1,39.61,26.88,4.58,3.32,315.48,44.31,2017,4,2,3,21,17,0,7,0,1.0,65,69,24,1,2,2,1,2,2,0,2,4,0,1,3,1
229,1,60.5,26.86,5.11,3.47,49.6,146.84,2017,4,1,10,35,23,0,8,0,2.0,44,73,23,1,2,2,0,2,2,1,2,4,0,1,2,3
230,1,67.31,26.52,4.12,1.87,320.75,38.3,2017,4,2,4,35,23,0,8,0,1.0,38,73,23,1,2,2,0,2,2,1,2,4,0,1,2,3
231,0,92.82,28.9,3.9,2.34,173.26,271.1,2017,1,1,15,0,0,0,8,1,1.0,80,72,22,1,4,2,0,1,2,3,1,3,0,2,2,2
232,0,88.02,24.54,5.08,2.03,153.3,235.26,2017,1,2,11,0,0,0,7,1,1.0,76,72,22,1,4,2,0,1,2,3,1,3,0,2,2,1
233,1,30.06,33.58,5.67,3.07,335.32,35.53,2017,1,1,10,0,3,1,8,0,1.0,75,70,26,1,4,2,0,1,2,2,1,3,1,2,2,3
234,0,76.25,28.34,3.81,2.5,179.7,265.14,2017,1,1,10,0,3,0,8,1,2.0,62,72,22,1,4,2,0,1,2,3,1,3,0,2,2,2
235,0,74.21,28.27,4.52,2.95,171.13,262.62,2017,1,2,7,0,3,0,8,1,1.0,59,72,22,1,4,2,0,1,2,3,1,3,0,2,2,2
236,1,25.39,31.6,4.25,3.48,357.95,86.48,2017,1,1,10,0,3,1,7,0,1.0,80,70,23,1,4,2,0,1,3,2,1,2,1,2,2,2
237,1,38.79,26.69,4.88,3.02,329.88,45.97,2017,1,1,10,0,3,1,7,0,1.0,66,70,26,1,4,2,0,1,3,2,1,2,1,2,2,2
238,1,44.5,33.49,5.82,4.1,310.55,22.59,2017,1,2,4,0,3,1,7,0,1.0,60,70,26,1,4,2,0,1,2,2,1,3,1,2,2,2
239,1,54.87,28.04,3.04,1.98,16.94,91.72,2017,1,1,10,0,3,1,8,0,1.0,50,70,26,1,4,2,0,1,2,2,2,3,0,2,2,2
240,0,87.03,22.25,4.69,3.86,177.29,263.35,2017,1,1,10,0,3,0,7,1,2.0,72,72,22,1,4,2,1,1,2,1,3,3,0,2,2,1
241,0,75.53,24.81,4.3,2.33,192.59,281.96,2017,1,1,10,0,3,0,8,1,1.0,61,72,22,1,4,2,0,1,2,1,3,3,0,2,2,2
242,0,52.6,26.86,5.02,3.67,223.2,327.8,2017,1,1,10,0,3,0,8,1,2.0,37,72,29,1,4,2,1,1,2,3,1,3,0,2,2,1
243,0,44.54,28.89,2.94,3.12,186.56,324.94,2017,1,1,20,0,3,0,7,1,0.0,30,72,29,1,4,2,0,1,3,3,1,2,0,2,2,1
244,0,23.11,28.81,2.89,2.18,205.87,320.49,2017,1,1,9,0,3,0,7,1,1.0,9,72,22,1,4,2,0,1,3,2,1,3,0,2,2,1
245,0,24.46,31.72,3.7,3.57,180.45,265.24,2017,1,2,10,0,3,0,7,1,1.0,10,72,22,1,4,2,0,1,3,2,1,3,0,2,2,1
246,1,83.45,23.72,3.13,1.95,151.87,202.47,2017,2,1,10,0,6,1,6,1,1.0,70,70,23,1,4,2,0,1,3,1,1,3,1,2,2,1
247,0,34.86,25.56,2.9,2.52,355.59,83.13,2017,2,1,5,0,6,0,7,0,2.0,70,72,22,1,4,2,0,1,2,2,2,3,0,2,2,1
248,0,34.89,23.96,3.07,2.17,8.29,119.69,2017,2,2,6,0,6,0,8,0,1.0,71,72,22,1,4,2,0,1,2,2,2,3,0,2,2,2
249,1,81.11,29.04,4.13,2.78,186.46,269.79,2017,2,1,10,0,6,1,7,1,1.0,67,73,21,1,4,2,0,1,2,2,2,3,0,2,2,2
250,0,24.47,27.78,4.32,2.92,5.61,110.52,2017,2,1,10,0,6,0,7,0,1.0,81,72,22,1,4,2,0,1,2,2,2,3,0,2,2,2
251,0,28.44,27.02,2.81,1.74,10.91,146.24,2017,2,2,6,0,6,0,7,0,1.0,77,72,22,1,4,2,0,1,2,2,2,3,0,2,2,2
252,1,60.95,32.59,4.87,2.81,200.72,297.34,2017,2,1,10,0,6,1,7,1,2.0,47,70,26,1,4,2,0,1,3,2,1,2,1,2,2,1
253,0,58.32,27.28,3.9,2.39,356.41,98.93,2017,2,2,4,0,6,0,7,0,1.0,47,72,22,1,4,2,1,1,2,2,2,3,0,2,2,2
254,0,89.53,24.64,3.87,1.92,341.62,80.9,2017,2,1,10,0,6,0,8,0,1.0,16,72,29,1,4,2,0,1,2,3,1,3,0,2,2,2
255,0,91.27,21.66,4.61,2.67,14.51,100.14,2017,2,2,8,0,6,0,8,0,1.0,14,72,22,1,4,2,0,1,2,3,1,3,0,2,2,1
256,0,101.01,24.04,4.05,2.55,3.3,83.63,2017,2,1,5,0,6,0,8,0,1.0,5,72,22,1,4,2,0,1,2,3,1,3,0,2,2,2
257,0,104.94,23.3,3.36,2.13,0.19,101.81,2017,2,2,2,0,6,0,10,0,1.0,2,72,22,1,4,2,0,2,1,3,2,3,0,2,2,2
258,0,106.13,24.01,4.31,1.57,352.29,85.41,2017,2,4,1,0,6,0,10,0,1.0,1,72,22,1,4,2,1,2,1,3,2,3,0,2,2,2
259,1,89.25,22.86,2.96,2.33,192.75,310.86,2017,2,1,10,0,19,1,6,1,1.0,75,70,26,1,4,2,0,1,3,2,1,2,1,2,2,1
260,1,31.45,29.97,4.58,3.31,27.83,139.87,2017,3,1,10,0,19,1,7,0,1.0,75,70,26,1,4,2,0,2,3,2,1,2,1,1,2,1
261,1,37.7,24.24,3.18,0.88,28.46,146.57,2017,3,2,3,0,19,1,7,0,1.0,68,70,26,1,4,2,0,2,3,2,1,2,1,1,2,1
262,1,44.63,21.31,4.56,2.74,30.37,126.08,2017,3,1,10,0,19,1,7,0,2.0,60,70,26,1,4,2,0,2,3,2,1,2,1,1,2,1
263,1,56.16,23.7,4.03,3.1,337.99,41.37,2017,3,1,10,0,19,1,7,0,1.0,50,70,26,1,4,2,0,2,3,2,2,2,0,1,2,1
264,1,80.83,32.65,4.08,2.45,321.03,51.51,2017,3,2,1,0,19,1,7,0,1.0,24,70,23,1,4,2,1,2,3,2,1,2,1,1,2,1
265,0,89.91,28.98,4.26,3.31,168.24,292.3,2017,3,1,10,7,19,0,8,1,1.0,75,72,29,1,4,2,0,1,2,3,1,3,0,2,2,1
266,0,63.51,28.0,5.17,2.73,235.8,336.64,2017,3,1,10,7,19,0,8,1,1.0,48,72,29,1,4,2,0,1,2,3,1,3,0,2,2,2
267,0,62.18,27.58,3.05,1.8,166.95,267.4,2017,3,2,9,7,19,0,8,1,1.0,47,72,29,1,4,2,0,1,2,3,1,3,0,2,2,2
268,0,47.3,22.39,4.46,2.89,174.4,252.82,2017,3,1,10,7,19,0,8,1,1.0,33,72,22,1,4,2,0,1,2,2,2,3,0,2,2,1
269,0,16.59,32.98,4.62,3.19,234.18,331.27,2017,3,2,1,7,19,0,10,1,1.0,2,72,22,1,4,2,1,2,1,3,2,3,0,2,2,2
270,1,31.23,24.08,3.6,2.67,17.95,119.59,2017,3,1,10,7,26,1,7,0,1.0,75,70,26,1,4,2,0,2,3,2,1,2,1,1,2,1
271,1,41.82,29.42,3.65,2.84,334.57,36.32,2017,3,1,10,7,26,1,7,0,1.0,64,70,26,1,4,2,0,2,3,1,2,3,0,1,2,1
272,1,51.82,30.49,3.67,3.08,27.08,141.54,2017,3,1,10,7,26,1,6,0,1.0,54,70,26,1,4,2,0,2,3,2,1,2,1,1,2,1
273,1,58.94,21.55,4.88,3.09,41.15,126.99,2017,3,3,2,7,26,1,7,0,2.0,46,70,26,1,4,2,1,2,3,2,1,2,1,1,2,1
274,1,66.57,26.71,4.24,2.7,47.1,119.79,2017,3,2,7,7,26,1,6,0,1.0,38,70,26,1,4,2,0,2,3,2,1,2,1,1,2,1
275,0,73.16,22.42,4.54,2.89,182.91,266.16,2017,3,1,10,7,26,0,7,1,2.0,59,72,22,1,4,2,0,1,2,2,2,3,0,2,2,1
276,0,50.34,27.29,3.97,3.18,8.06,128.13,2017,4,2,6,7,26,0,7,0,1.0,55,72,22,1,4,2,1,1,2,2,2,3,0,2,2,1
277,0,67.82,21.77,4.17,1.93,343.63,107.84,2017,4,1,10,7,26,0,8,0,1.0,38,72,29,1,4,2,0,1,2,2,2,3,0,2,2,1
278,0,68.39,22.2,3.49,0.93,340.18,111.07,2017,4,2,9,7,26,0,8,0,1.0,37,72,29,1,4,2,0,1,2,2,2,3,0,2,2,1
279,0,79.59,29.24,4.71,4.25,56.66,171.75,2017,4,1,10,7,26,0,7,0,0.0,26,72,22,1,4,2,0,1,3,2,1,3,0,2,2,1
280,1,76.93,20.81,5.3,4.01,144.16,216.35,2017,4,2,1,7,26,1,7,1,1.0,62,70,26,1,4,2,1,2,3,1,2,3,0,1,2,1
281,0,30.63,21.67,4.16,0.86,359.51,111.54,2017,4,1,10,7,26,0,8,0,1.0,75,72,22,1,4,2,0,1,2,2,2,3,0,2,2,2
282,0,32.07,23.37,2.99,2.23,343.98,54.43,2017,4,2,9,7,26,0,8,0,1.0,74,72,22,1,4,2,0,1,2,2,2,3,0,2,2,2
283,0,79.06,30.45,3.95,2.63,8.11,70.97,2017,4,1,10,7,26,0,8,0,1.0,27,72,22,1,4,2,0,1,2,1,2,4,0,2,2,2
284,0,80.35,30.48,3.36,1.55,340.45,82.71,2017,4,2,8,7,26,0,8,0,1.0,25,72,29,1,4,2,0,1,2,1,2,4,0,2,2,2
285,0,81.33,29.26,3.26,2.58,10.19,121.86,2017,4,3,7,7,26,0,8,0,1.0,24,72,22,1,4,2,0,1,2,1,2,4,0,2,2,2
286,1,103.4,28.66,2.62,3.13,184.37,284.67,2017,4,1,10,7,29,1,6,1,1.0,89,70,26,1,4,2,0,2,3,2,1,3,0,1,2,1
287,0,61.75,20.73,5.19,2.53,33.75,137.15,2017,1,2,4,0,0,0,7,0,2.0,44,71,31,1,1,1,1,1,3,1,1,4,0,2,2,1
288,1,71.95,23.62,4.53,3.62,128.11,201.6,2017,1,1,10,0,7,1,7,1,2.0,56,73,29,1,1,1,0,1,2,1,2,4,0,2,2,2
289,1,68.06,23.34,2.74,2.53,181.67,293.88,2017,1,2,5,0,7,1,8,1,1.0,51,73,29,1,1,1,1,1,2,1,2,4,0,2,2,2
290,1,61.6,26.27,3.11,1.93,168.41,245.55,2017,1,1,10,0,7,1,7,1,1.0,46,73,29,1,1,1,0,1,2,1,2,4,0,2,2,1
291,1,50.72,28.74,3.28,2.09,169.03,249.47,2017,1,1,10,0,7,1,8,1,1.0,35,73,29,1,1,1,0,1,2,1,2,4,0,2,2,1
292,1,49.19,27.6,3.51,1.99,178.13,300.31,2017,1,2,9,0,7,1,7,1,1.0,34,73,29,1,1,1,0,1,2,1,2,4,0,2,2,2
293,0,29.6,26.38,5.04,3.77,313.44,32.37,2017,1,1,10,7,7,0,8,0,2.0,75,71,31,1,1,1,0,1,2,0,2,4,1,2,2,2
294,0,65.09,25.2,3.82,2.35,345.87,72.83,2017,1,1,10,7,7,0,7,0,2.0,40,71,31,1,1,1,0,1,3,1,1,4,0,2,2,1
295,0,93.19,26.91,5.29,3.64,310.28,36.59,2017,1,1,10,7,7,0,5,0,2.0,12,71,31,1,1,1,0,1,3,0,2,4,0,2,2,1
296,0,100.21,28.79,3.77,2.45,359.3,95.27,2017,1,3,3,7,7,0,7,0,2.0,5,71,31,1,1,1,0,1,3,0,2,4,0,2,2,1
297,0,102.71,28.71,2.93,2.01,4.35,126.2,2017,1,4,1,7,7,0,7,0,1.0,3,71,31,1,1,1,1,1,3,1,1,4,0,2,2,1
298,1,29.62,29.36,4.28,2.14,309.95,42.59,2017,2,1,10,7,10,1,8,0,1.0,75,73,29,1,1,1,0,1,2,1,2,4,0,2,2,2
299,1,30.74,29.7,4.94,3.99,301.48,6.24,2017,2,2,10,7,10,1,5,0,2.0,75,75,23,1,1,1,0,1,3,0,2,4,0,2,2,1
300,0,102.28,26.51,4.9,2.82,152.82,216.48,2017,2,1,10,7,10,0,8,1,2.0,86,68,24,1,1,1,0,1,2,1,1,4,1,2,2,2
301,0,87.67,28.37,3.77,2.47,182.68,261.59,2017,2,1,10,7,10,0,7,1,1.0,72,68,24,1,1,1,0,1,3,1,1,4,0,2,2,1
302,0,76.66,31.92,4.43,2.01,224.73,309.03,2017,2,1,10,7,10,0,6,1,1.0,62,68,23,1,1,1,0,1,3,1,1,4,0,2,2,1
303,0,58.43,22.2,3.91,2.49,162.58,228.3,2017,2,1,10,7,10,0,7,1,1.0,43,68,23,1,1,1,0,1,3,0,1,4,1,2,2,1
304,1,7.28,22.66,3.43,3.01,358.27,91.42,2017,2,1,10,7,10,1,7,0,1.0,98,75,23,1,1,1,0,1,2,1,2,4,0,2,2,2
305,1,10.18,27.16,3.36,2.42,6.04,89.35,2017,2,2,7,7,10,1,7,0,1.0,95,75,23,1,1,1,0,1,2,1,2,4,0,2,2,2
306,1,35.86,24.8,3.66,2.78,350.68,57.72,2017,2,1,10,7,10,1,8,0,1.0,69,75,23,1,1,1,0,1,2,1,2,4,0,2,2,1
307,1,77.45,24.64,3.47,3.29,351.12,47.14,2017,2,1,10,7,10,1,7,0,1.0,27,75,23,1,1,1,0,1,2,0,3,4,0,2,2,3
308,1,92.58,22.5,5.61,4.18,152.57,186.43,2017,3,1,10,10,13,1,7,1,1.0,75,75,23,1,1,1,0,1,2,1,2,4,0,2,2,2
309,1,68.46,26.96,4.31,2.5,125.86,211.91,2017,3,2,6,10,13,1,8,1,1.0,53,73,29,1,1,1,0,1,2,1,2,4,0,2,2,1
310,0,13.52,31.08,1.62,1.94,1.41,131.31,2017,3,2,10,10,13,0,6,0,1.0,91,71,31,1,1,1,0,1,3,1,1,4,0,2,2,1
311,1,96.13,29.63,3.21,2.9,181.17,305.14,2017,3,1,10,10,13,1,8,1,1.0,80,73,29,1,1,1,0,1,2,1,2,4,0,2,2,2
312,0,42.01,32.08,4.9,3.56,320.7,40.09,2017,3,1,10,10,13,0,7,0,1.0,63,71,31,1,1,1,0,1,3,0,1,4,1,2,2,1
313,0,70.81,21.92,3.35,2.02,12.89,121.87,2017,3,2,10,10,13,0,7,0,1.0,34,68,23,1,1,1,0,1,3,1,1,4,0,2,2,1
314,1,84.25,24.04,3.83,3.21,162.71,217.3,2017,3,2,4,10,16,1,7,1,1.0,69,73,29,1,1,1,1,1,3,1,1,4,0,2,2,1
315,1,51.1,23.42,3.67,3.16,193.83,302.72,2017,3,2,6,10,16,1,6,1,1.0,36,73,29,1,1,1,1,1,3,0,2,4,0,2,2,1
316,1,24.27,32.77,4.99,4.1,200.35,348.54,2017,3,3,2,10,16,1,6,1,1.0,7,73,29,1,1,1,0,1,3,0,2,4,0,2,2,1
317,0,73.86,32.37,4.63,3.29,205.25,302.33,2017,4,1,10,13,16,0,7,1,1.0,59,71,31,1,1,1,1,1,3,0,1,4,1,2,2,1
318,0,61.91,31.74,3.84,2.51,197.09,300.91,2017,4,1,10,13,16,0,7,1,2.0,47,71,31,1,1,1,0,1,3,1,1,4,0,2,2,1
319,0,95.11,23.1,3.77,3.66,233.15,341.08,2017,4,1,10,13,23,0,7,1,1.0,80,68,24,1,1,1,0,1,3,1,1,4,0,2,2,1
320,0,67.05,22.61,3.23,2.96,199.88,321.27,2017,4,1,10,13,23,0,6,1,1.0,52,71,31,1,1,1,0,1,3,0,1,4,1,2,2,1
321,0,66.45,31.3,4.57,3.3,202.25,315.18,2017,4,2,9,13,23,0,8,1,2.0,51,71,31,1,1,1,0,1,3,0,1,4,1,2,2,1
322,1,24.75,26.16,3.57,3.14,339.92,45.11,2017,4,1,10,13,23,1,6,0,1.0,80,73,29,1,1,1,0,1,3,0,2,4,0,2,2,1
323,0,74.62,27.05,4.19,2.87,150.97,226.73,2017,4,1,10,16,23,0,6,1,1.0,59,71,31,1,1,1,0,1,3,1,1,4,0,2,2,1
324,0,70.08,21.47,4.69,3.09,140.06,224.74,2017,4,2,6,16,23,0,7,1,2.0,55,71,31,1,1,1,0,1,3,1,1,4,0,2,2,1
325,0,69.41,27.81,5.36,3.91,185.02,351.69,2017,4,3,3,16,23,0,6,1,1.0,52,68,23,1,1,1,1,1,3,1,1,4,0,2,2,1
326,0,60.39,27.58,4.69,3.65,144.88,225.88,2017,4,1,10,16,23,0,7,1,1.0,45,68,23,1,1,1,0,1,3,0,1,4,1,2,2,1
327,0,50.27,26.71,4.78,2.84,208.41,323.32,2017,4,2,1,16,23,0,8,1,1.0,36,71,31,1,1,1,1,1,1,0,2,4,1,2,3,3
