,LineBackers,A,isHomeTeam,Distance,PlayerHeightInches,TimeSnapDiff,S,TightEnds,YardsToTouchdown,Season,TurfCode,Safeties,StadiumTypeCode,Age,IsPossTeamInLead,NoseTackles,isPlayDirectionLeft,Centers,Cornerbacks,DefensiveEnds,OffensiveGuards,HomeScoreBeforePlay,Y,Down,DefensiveTackles,isFirstDown,Quarter,DefendersInTheBox
247,3,2.52,0,5,72,2.0,2.9,1,70,2017,2,2,4,22,0,0,0,1,2,2,2,0,25.56,1,2,0,2,7
248,3,2.17,0,6,72,1.0,3.07,2,71,2017,2,2,4,22,0,0,0,1,2,2,2,0,23.96,2,2,0,2,8
249,3,2.78,1,10,73,1.0,4.13,2,67,2017,2,2,4,21,1,0,1,1,2,2,2,0,29.04,1,2,0,2,7
250,3,2.92,0,10,72,1.0,4.32,2,81,2017,2,2,4,22,0,0,0,1,2,2,2,0,27.78,1,2,0,2,7
251,3,1.74,0,6,72,1.0,2.81,2,77,2017,2,2,4,22,0,0,0,1,2,2,2,0,27.02,2,2,0,2,7
252,2,2.81,1,10,70,2.0,4.87,1,47,2017,2,2,4,26,1,1,1,1,3,2,2,0,32.59,1,1,0,2,7
254,3,1.92,0,10,72,1.0,3.87,2,16,2017,2,2,4,29,0,0,0,1,2,3,2,0,24.64,1,1,0,2,8
255,3,2.67,0,8,72,1.0,4.61,1,14,2017,2,2,4,22,0,0,0,1,2,3,2,0,21.66,2,1,0,2,8
256,3,2.55,0,5,72,1.0,4.05,2,5,2017,2,2,4,22,0,0,0,1,2,3,2,0,24.04,1,1,0,2,8
257,3,2.13,0,2,72,1.0,3.36,2,2,2017,2,2,4,22,0,0,0,2,1,3,2,0,23.3,2,2,0,2,10
259,2,2.33,1,10,70,1.0,2.96,1,75,2017,2,2,4,26,1,1,1,1,3,2,2,0,22.86,1,1,0,2,6
260,2,3.31,1,10,70,1.0,4.58,1,75,2017,2,2,4,26,1,1,0,2,3,2,1,0,29.97,1,1,0,3,7
261,2,0.88,1,3,70,1.0,3.18,1,68,2017,2,2,4,26,1,1,0,2,3,2,1,0,24.24,2,1,0,3,7
262,2,2.74,1,10,70,2.0,4.56,1,60,2017,2,2,4,26,1,1,0,2,3,2,1,0,21.31,1,1,0,3,7
263,2,3.1,1,10,70,1.0,4.03,1,50,2017,2,2,4,26,1,0,0,2,3,2,1,0,23.7,1,2,0,3,7
265,3,3.31,0,10,72,1.0,4.26,1,75,2017,2,2,4,29,0,0,1,1,2,3,2,7,28.98,1,1,0,3,8
266,3,2.73,0,10,72,1.0,5.17,2,48,2017,2,2,4,29,0,0,1,1,2,3,2,7,28.0,1,1,0,3,8
267,3,1.8,0,9,72,1.0,3.05,2,47,2017,2,2,4,29,0,0,1,1,2,3,2,7,27.58,2,1,0,3,8
268,3,2.89,0,10,72,1.0,4.46,1,33,2017,2,2,4,22,0,0,1,1,2,2,2,7,22.39,1,2,0,3,8
270,2,2.67,1,10,70,1.0,3.6,1,75,2017,2,2,4,26,1,1,0,2,3,2,1,7,24.08,1,1,0,3,7
271,3,2.84,1,10,70,1.0,3.65,1,64,2017,2,2,4,26,1,0,0,2,3,1,1,7,29.42,1,2,0,3,7
272,2,3.08,1,10,70,1.0,3.67,1,54,2017,2,2,4,26,1,1,0,2,3,2,1,7,30.49,1,1,0,3,6
274,2,2.7,1,7,70,1.0,4.24,1,38,2017,2,2,4,26,1,1,0,2,3,2,1,7,26.71,2,1,0,3,6
275,3,2.89,0,10,72,2.0,4.54,1,59,2017,2,2,4,22,0,0,1,1,2,2,2,7,22.42,1,2,0,3,7
277,3,1.93,0,10,72,1.0,4.17,1,38,2017,2,2,4,29,0,0,0,1,2,2,2,7,21.77,1,2,0,4,8
278,3,0.93,0,9,72,1.0,3.49,1,37,2017,2,2,4,29,0,0,0,1,2,2,2,7,22.2,2,2,0,4,8
279,3,4.25,0,10,72,0.0,4.71,1,26,2017,2,2,4,22,0,0,0,1,3,2,2,7,29.24,1,1,0,4,7
281,3,0.86,0,10,72,1.0,4.16,2,75,2017,2,2,4,22,0,0,0,1,2,2,2,7,21.67,1,2,0,4,8
282,3,2.23,0,9,72,1.0,2.99,2,74,2017,2,2,4,22,0,0,0,1,2,2,2,7,23.37,2,2,0,4,8
283,4,2.63,0,10,72,1.0,3.95,2,27,2017,2,2,4,22,0,0,0,1,2,1,2,7,30.45,1,2,0,4,8
284,4,1.55,0,8,72,1.0,3.36,2,25,2017,2,2,4,29,0,0,0,1,2,1,2,7,30.48,2,2,0,4,8
285,4,2.58,0,7,72,1.0,3.26,2,24,2017,2,2,4,22,0,0,0,1,2,1,2,7,29.26,3,2,0,4,8
286,3,3.13,1,10,70,1.0,2.62,1,89,2017,2,2,4,26,1,0,1,2,3,2,1,7,28.66,1,1,0,4,6
288,4,3.62,1,10,73,2.0,4.53,2,56,2017,1,2,1,29,1,0,1,1,2,1,2,0,23.62,1,2,0,1,7
290,4,1.93,1,10,73,1.0,3.11,1,46,2017,1,2,1,29,1,0,1,1,2,1,2,0,26.27,1,2,0,1,7
291,4,2.09,1,10,73,1.0,3.28,1,35,2017,1,2,1,29,1,0,1,1,2,1,2,0,28.74,1,2,0,1,8
292,4,1.99,1,9,73,1.0,3.51,2,34,2017,1,2,1,29,1,0,1,1,2,1,2,0,27.6,2,2,0,1,7
293,4,3.77,0,10,71,2.0,5.04,2,75,2017,1,2,1,31,0,1,0,1,2,0,2,7,26.38,1,2,0,1,8
294,4,2.35,0,10,71,2.0,3.82,1,40,2017,1,2,1,31,0,0,0,1,3,1,2,7,25.2,1,1,0,1,7
295,4,3.64,0,10,71,2.0,5.29,1,12,2017,1,2,1,31,0,0,0,1,3,0,2,7,26.91,1,2,0,1,5
296,4,2.45,0,3,71,2.0,3.77,1,5,2017,1,2,1,31,0,0,0,1,3,0,2,7,28.79,3,2,0,1,7
298,4,2.14,1,10,73,1.0,4.28,2,75,2017,1,2,1,29,1,0,0,1,2,1,2,7,29.36,1,2,0,2,8
299,4,3.99,1,10,75,2.0,4.94,1,75,2017,1,2,1,23,1,0,0,1,3,0,2,7,29.7,2,2,0,2,5
300,4,2.82,0,10,68,2.0,4.9,2,86,2017,1,2,1,24,0,1,1,1,2,1,2,7,26.51,1,1,0,2,8
301,4,2.47,0,10,68,1.0,3.77,1,72,2017,1,2,1,24,0,0,1,1,3,1,2,7,28.37,1,1,0,2,7
302,4,2.01,0,10,68,1.0,4.43,1,62,2017,1,2,1,23,0,0,1,1,3,1,2,7,31.92,1,1,0,2,6
303,4,2.49,0,10,68,1.0,3.91,1,43,2017,1,2,1,23,0,1,1,1,3,0,2,7,22.2,1,1,0,2,7
304,4,3.01,1,10,75,1.0,3.43,2,98,2017,1,2,1,23,1,0,0,1,2,1,2,7,22.66,1,2,0,2,7
305,4,2.42,1,7,75,1.0,3.36,2,95,2017,1,2,1,23,1,0,0,1,2,1,2,7,27.16,2,2,0,2,7
306,4,2.78,1,10,75,1.0,3.66,1,69,2017,1,2,1,23,1,0,0,1,2,1,2,7,24.8,1,2,0,2,8
307,4,3.29,1,10,75,1.0,3.47,3,27,2017,1,2,1,23,1,0,0,1,2,0,2,7,24.64,1,3,0,2,7
308,4,4.18,1,10,75,1.0,5.61,2,75,2017,1,2,1,23,1,0,1,1,2,1,2,10,22.5,1,2,0,3,7
309,4,2.5,1,6,73,1.0,4.31,1,53,2017,1,2,1,29,1,0,1,1,2,1,2,10,26.96,2,2,0,3,8
310,4,1.94,0,10,71,1.0,1.62,1,91,2017,1,2,1,31,0,0,0,1,3,1,2,10,31.08,2,1,0,3,6
311,4,2.9,1,10,73,1.0,3.21,2,80,2017,1,2,1,29,1,0,1,1,2,1,2,10,29.63,1,2,0,3,8
312,4,3.56,0,10,71,1.0,4.9,1,63,2017,1,2,1,31,0,1,0,1,3,0,2,10,32.08,1,1,0,3,7
313,4,2.02,0,10,68,1.0,3.35,1,34,2017,1,2,1,23,0,0,0,1,3,1,2,10,21.92,2,1,0,3,7
316,4,4.1,1,2,73,1.0,4.99,1,7,2017,1,2,1,29,1,0,1,1,3,0,2,10,32.77,3,2,0,3,6
318,4,2.51,0,10,71,2.0,3.84,1,47,2017,1,2,1,31,0,0,1,1,3,1,2,13,31.74,1,1,0,4,7
319,4,3.66,0,10,68,1.0,3.77,1,80,2017,1,2,1,24,0,0,1,1,3,1,2,13,23.1,1,1,0,4,7
320,4,2.96,0,10,71,1.0,3.23,1,52,2017,1,2,1,31,0,1,1,1,3,0,2,13,22.61,1,1,0,4,6
321,4,3.3,0,9,71,2.0,4.57,1,51,2017,1,2,1,31,0,1,1,1,3,0,2,13,31.3,2,1,0,4,8
322,4,3.14,1,10,73,1.0,3.57,1,80,2017,1,2,1,29,1,0,0,1,3,0,2,13,26.16,1,2,0,4,6
323,4,2.87,0,10,71,1.0,4.19,1,59,2017,1,2,1,31,0,0,1,1,3,1,2,16,27.05,1,1,0,4,6
324,4,3.09,0,6,71,2.0,4.69,1,55,2017,1,2,1,31,0,0,1,1,3,1,2,16,21.47,2,1,0,4,7
326,4,3.65,0,10,68,1.0,4.69,1,45,2017,1,2,1,23,0,1,1,1,3,0,2,16,27.58,1,1,0,4,7
328,4,2.18,0,10,71,1.0,3.42,3,31,2017,1,3,1,31,0,0,1,1,1,1,2,16,28.67,1,2,0,4,8
329,4,2.49,0,8,71,1.0,4.27,3,29,2017,1,3,1,31,0,0,1,1,1,1,2,16,30.12,2,2,0,4,9
330,4,2.73,0,2,71,1.0,4.74,3,23,2017,1,3,1,31,0,1,1,1,1,1,2,16,32.38,3,1,0,4,9
331,2,2.28,1,10,68,2.0,4.53,1,84,2017,1,2,1,26,0,0,0,1,3,2,2,0,33.63,2,2,0,1,7
332,3,1.16,1,10,72,2.0,5.56,2,73,2017,1,2,1,24,0,0,0,1,2,2,2,0,24.32,1,2,0,1,7
333,3,4.89,1,10,72,1.0,4.26,2,41,2017,1,2,1,24,1,0,0,1,2,2,2,0,31.13,1,2,0,1,7
334,4,3.45,0,19,72,1.0,5.8,1,57,2017,1,2,1,30,0,0,1,1,3,2,2,0,26.49,1,0,0,1,6
335,4,0.67,0,10,70,1.0,6.08,1,35,2017,1,2,1,23,0,1,1,1,2,1,2,0,18.92,1,1,0,1,6
336,2,3.42,1,20,72,2.0,3.77,2,60,2017,1,3,1,24,1,0,0,1,2,2,2,0,30.53,1,2,0,1,8
337,4,1.5,0,10,72,1.0,5.36,1,87,2017,1,2,1,30,0,0,1,1,3,2,2,0,28.53,1,0,0,1,7
338,4,2.85,0,6,72,1.0,5.05,1,83,2017,1,2,1,30,0,0,1,1,3,2,2,0,26.84,2,0,0,1,6
339,4,2.79,0,1,72,1.0,4.15,2,78,2017,1,2,1,30,0,1,1,1,2,1,2,0,23.58,3,1,0,1,8
341,4,1.01,0,10,72,2.0,4.52,1,14,2017,1,2,1,30,0,0,1,1,3,2,2,0,26.5,1,0,0,1,7
342,4,0.92,0,3,72,1.0,3.68,1,3,2017,1,2,1,30,0,0,0,1,3,2,2,0,24.0,1,0,0,2,8
343,3,2.02,1,10,72,1.0,6.01,2,76,2017,1,2,1,24,1,0,1,1,2,2,2,0,23.81,1,2,0,2,7
344,2,1.79,1,4,72,1.0,6.48,2,70,2017,1,3,1,24,1,0,1,1,2,2,2,0,17.49,2,2,0,2,7
345,3,0.47,1,10,72,2.0,3.44,2,64,2017,1,2,1,24,1,0,1,1,2,2,2,0,28.56,1,2,0,2,8
346,3,2.79,1,11,68,2.0,2.44,1,65,2017,1,2,1,26,1,0,1,1,2,2,2,0,29.95,2,2,0,2,7
347,4,3.93,0,10,72,1.0,5.63,1,75,2017,1,2,1,30,0,0,0,1,3,2,2,7,29.27,1,0,0,2,7
348,4,1.51,0,10,70,2.0,5.98,1,63,2017,1,2,1,23,0,1,0,1,2,1,2,7,35.21,1,1,0,2,8
349,2,2.26,1,10,72,2.0,4.68,1,57,2017,1,3,1,24,1,0,1,1,2,2,2,7,27.1,1,2,0,2,7
350,2,1.93,1,10,68,1.0,3.6,1,33,2017,1,3,1,26,1,0,1,1,2,2,2,7,23.68,1,2,0,2,7
351,4,2.78,0,10,66,1.0,5.15,1,75,2017,1,2,1,34,1,0,0,1,3,2,2,14,26.64,2,0,0,2,6
352,4,0.81,0,10,72,1.0,3.38,2,64,2017,1,2,1,30,0,1,0,1,2,1,2,14,25.6,1,1,0,3,8
353,3,3.74,1,10,72,2.0,4.12,2,77,2017,1,2,1,24,1,0,1,1,2,2,2,14,28.38,1,2,0,3,8
354,2,1.61,1,10,72,2.0,5.38,1,28,2017,1,3,1,24,1,0,1,1,2,2,2,14,20.15,1,2,0,3,6
355,3,1.89,1,10,72,1.0,4.57,2,48,2017,1,2,1,24,1,0,0,1,2,2,2,17,24.76,1,2,0,4,7
356,4,2.12,0,10,66,2.0,4.01,1,85,2017,1,2,1,34,0,1,1,1,3,0,2,17,26.06,1,1,0,4,6
357,4,1.04,0,10,72,1.0,4.53,1,74,2017,1,2,1,30,0,0,1,1,3,2,2,17,32.79,1,0,0,4,7
358,4,2.51,0,10,70,1.0,6.31,2,51,2017,1,2,1,23,0,1,1,1,2,2,2,17,19.09,1,0,0,4,7
359,4,2.93,0,7,70,1.0,4.98,1,48,2017,1,2,1,23,0,0,1,1,3,2,2,17,20.47,2,0,0,4,6
360,4,3.14,0,10,72,1.0,4.89,1,29,2017,1,2,1,30,0,0,1,1,3,2,2,17,26.75,1,0,0,4,7
361,4,2.44,0,7,72,1.0,4.96,3,26,2017,1,2,1,30,0,0,1,1,2,2,2,17,26.07,2,1,0,4,7
362,4,1.93,0,3,72,1.0,4.6,3,22,2017,1,2,1,30,0,0,1,1,2,2,2,17,23.34,3,1,0,4,8
363,2,2.82,1,10,73,1.0,3.52,2,75,2017,1,3,1,23,0,0,1,1,1,3,2,0,22.45,1,2,0,1,7
364,4,3.2,0,10,69,1.0,4.22,2,75,2017,1,1,1,34,1,0,0,1,2,2,2,3,28.48,1,2,0,1,7
365,4,2.32,0,8,69,2.0,3.09,2,73,2017,1,1,1,34,1,0,0,1,2,2,2,3,28.83,2,2,0,1,7
366,3,3.13,0,10,69,2.0,3.6,1,70,2017,1,1,1,34,1,0,0,1,3,2,2,10,25.6,1,2,0,1,7
367,5,1.51,0,10,69,2.0,4.68,2,25,2017,1,1,1,34,1,0,0,1,2,1,2,10,20.56,1,2,0,1,8
368,4,2.02,0,1,72,1.0,3.39,2,1,2017,1,1,1,21,1,0,0,1,2,1,2,10,22.64,1,3,0,1,8
369,3,2.46,0,2,72,1.0,3.64,1,2,2017,1,1,1,21,1,0,0,1,3,2,2,10,24.13,2,2,0,1,6
370,2,2.98,1,10,73,1.0,3.78,1,75,2017,1,3,1,23,0,0,1,1,2,2,2,10,28.46,1,2,0,1,6
371,2,3.02,1,7,73,1.0,4.19,1,72,2017,1,3,1,23,0,0,1,1,2,2,2,10,30.02,2,2,0,1,7
372,4,0.82,1,1,73,1.0,3.38,2,53,2017,1,3,1,23,0,0,1,1,1,1,2,10,31.22,2,2,0,1,8
375,3,1.55,0,10,69,1.0,3.28,1,77,2017,1,1,1,34,1,0,0,1,3,3,2,10,31.99,1,1,0,1,6
376,2,2.69,1,15,73,1.0,3.6,1,39,2017,1,3,1,23,0,0,1,1,2,2,2,10,30.25,1,2,0,1,6
377,5,2.05,0,10,69,2.0,4.25,2,77,2017,1,1,1,34,1,0,1,1,2,0,1,10,31.85,1,3,0,2,7
378,2,1.1,1,6,73,1.0,2.6,1,6,2017,1,3,1,23,0,0,0,1,2,2,2,10,29.39,1,2,0,2,7
380,3,2.6,0,17,72,1.0,4.32,1,82,2017,1,1,1,21,1,0,1,1,3,3,1,17,28.14,2,1,0,2,7
383,2,3.44,1,10,73,1.0,3.14,2,25,2017,1,3,1,23,0,0,0,1,1,3,2,24,29.8,1,2,0,2,7
384,4,2.33,0,10,69,1.0,4.36,1,75,2017,1,1,1,34,1,0,0,1,2,3,2,27,21.37,1,1,0,3,7
385,4,2.85,0,4,69,1.0,4.55,1,69,2017,1,1,1,34,1,0,0,1,2,3,2,27,26.58,2,1,0,3,7
386,5,1.35,0,7,69,1.0,3.72,1,21,2017,1,2,1,34,1,0,0,1,2,1,2,27,28.46,2,1,0,3,6
388,2,4.38,1,10,73,2.0,5.7,1,34,2017,1,3,1,23,0,0,1,1,2,2,2,27,27.32,1,2,0,3,6
389,2,0.89,1,8,73,2.0,2.73,2,22,2017,1,3,1,23,0,0,1,1,1,3,2,27,26.33,2,2,0,3,8
390,3,1.72,1,14,73,1.0,2.18,1,28,2017,1,3,1,23,0,0,1,1,2,2,2,27,23.56,3,1,0,3,6
391,5,3.21,0,10,72,2.0,4.55,1,75,2017,1,1,1,21,1,0,0,1,2,2,2,37,21.78,1,1,0,3,7
392,4,0.9,1,10,73,1.0,5.65,2,60,2017,1,3,1,23,0,0,1,1,1,0,2,37,23.76,1,3,0,3,7
393,3,1.36,0,10,72,2.0,3.27,3,94,2017,1,2,1,21,1,0,0,1,2,2,2,37,26.83,1,2,0,3,8
394,3,3.41,0,7,72,2.0,3.16,2,91,2017,1,2,1,21,1,0,0,1,2,2,2,37,21.95,2,2,0,3,7
395,2,2.83,1,10,73,1.0,3.33,2,68,2017,1,3,1,23,0,0,1,1,1,2,2,37,28.33,1,3,0,3,7
396,2,3.95,1,9,73,2.0,5.93,2,67,2017,1,3,1,23,0,0,1,1,1,2,2,37,34.12,2,3,0,3,7
397,2,3.04,1,7,71,1.0,5.71,2,54,2017,1,3,1,24,0,0,1,1,1,2,2,37,19.97,2,3,0,3,8
399,4,1.34,0,10,70,1.0,4.5,2,60,2017,1,3,1,27,1,0,1,1,1,1,2,37,33.23,1,2,0,4,7
400,4,2.57,0,5,70,1.0,4.21,2,5,2017,1,3,1,27,1,0,1,1,1,1,2,37,26.1,1,2,0,4,8
402,4,2.4,1,20,73,1.0,3.91,1,68,2017,1,3,1,23,0,0,0,1,2,0,2,37,33.19,1,2,0,4,6
403,3,2.27,0,10,72,1.0,4.23,2,90,2017,1,2,1,21,1,0,1,1,2,2,2,37,21.65,1,2,0,4,7
404,2,1.76,1,10,71,2.0,2.93,2,57,2017,1,3,1,24,0,0,0,1,1,3,2,39,31.04,1,2,0,4,8
405,2,3.12,1,5,71,1.0,3.78,2,52,2017,1,3,1,24,0,0,0,1,1,3,2,39,27.9,2,2,0,4,7
406,2,1.97,1,10,71,2.0,3.81,2,22,2017,1,3,1,24,0,0,0,1,1,2,2,39,23.22,1,3,0,4,8
407,2,3.07,1,10,71,2.0,3.06,3,11,2017,1,3,1,24,0,0,0,1,1,2,2,39,23.67,1,3,0,4,8
408,2,3.41,1,9,71,1.0,5.62,2,10,2017,1,3,1,24,0,0,0,1,1,2,2,39,25.78,2,3,0,4,7
410,4,3.08,0,10,72,2.0,3.72,2,75,2017,1,2,1,21,1,0,1,1,2,1,1,46,28.34,2,2,0,4,7
411,4,1.34,1,10,73,2.0,3.36,2,85,2017,1,3,1,21,0,0,0,1,1,1,2,46,22.75,1,2,0,4,8
412,3,2.62,0,10,71,1.0,5.89,2,50,2017,3,3,1,27,0,1,1,1,3,0,3,0,19.37,1,1,0,1,7
413,3,2.18,0,8,71,1.0,3.16,1,48,2017,3,3,1,27,0,1,1,1,3,0,3,0,22.76,2,1,0,1,6
414,3,2.48,1,10,72,1.0,3.75,2,98,2017,3,2,1,24,0,0,0,1,2,2,2,0,25.65,1,2,0,1,8
415,3,2.28,1,7,72,2.0,3.67,2,95,2017,3,2,1,24,0,0,0,1,2,2,2,0,28.04,2,2,0,1,8
416,3,3.68,1,10,72,2.0,4.78,1,87,2017,3,2,1,24,0,0,0,1,2,2,2,0,21.36,1,2,0,1,7
417,3,3.03,1,8,72,2.0,3.43,2,85,2017,3,2,1,24,0,0,0,1,2,2,2,0,23.27,2,2,0,1,8
419,5,3.15,0,10,71,2.0,3.41,0,75,2017,3,2,1,27,0,1,1,1,2,0,3,0,29.58,1,1,0,1,8
420,3,2.4,0,12,73,2.0,3.19,1,77,2017,3,3,1,23,0,1,1,1,3,0,3,0,22.33,2,1,0,1,6
421,3,3.54,1,10,72,1.0,4.44,1,57,2017,3,2,1,24,0,0,1,1,3,2,2,0,21.31,1,1,0,2,6
422,3,2.85,0,10,71,2.0,4.26,3,61,2017,3,3,1,23,0,1,0,1,3,0,3,0,23.4,1,1,0,2,7
423,3,2.01,1,10,72,2.0,4.35,2,95,2017,3,2,1,24,0,0,1,1,2,2,2,0,26.69,1,2,0,2,8
424,3,2.87,1,7,72,2.0,5.27,0,92,2017,3,2,1,24,0,0,1,1,3,1,2,0,19.86,2,2,0,2,7
425,3,1.06,0,10,71,1.0,3.95,1,68,2017,3,3,1,27,0,1,0,1,3,0,3,0,31.93,1,1,0,2,7
426,2,3.31,1,10,72,1.0,4.96,1,60,2017,3,2,1,24,0,0,1,1,3,3,2,0,26.57,1,1,0,2,7
427,3,3.83,0,10,73,1.0,5.2,2,89,2017,3,3,1,23,0,1,0,1,3,0,3,0,27.15,1,1,0,2,7
428,3,3.86,0,11,73,1.0,3.63,2,90,2017,3,3,1,23,0,1,0,1,3,0,3,0,32.6,2,1,0,2,7
430,3,1.66,1,10,72,1.0,3.49,0,75,2017,3,2,1,24,1,0,1,1,2,2,2,0,20.29,1,2,0,3,7
431,2,3.78,1,20,72,1.0,4.89,0,72,2017,3,2,1,24,1,0,1,1,3,2,2,0,20.74,1,2,0,3,6
432,3,2.79,0,20,71,1.0,3.43,1,89,2017,3,3,1,23,0,1,0,1,3,0,3,0,31.25,2,1,0,3,5
434,3,2.33,0,10,71,2.0,4.08,0,74,2017,3,3,1,23,1,1,0,1,3,0,3,7,33.24,1,1,0,3,6
436,3,3.0,0,10,71,1.0,5.5,3,18,2017,3,3,1,27,1,0,0,1,3,0,3,7,26.05,1,2,0,3,7
437,4,1.6,0,3,71,1.0,4.22,1,3,2017,3,3,1,23,1,1,0,1,3,0,3,7,25.9,1,0,0,3,7
439,3,3.65,0,3,71,1.0,4.73,2,56,2017,3,3,1,23,1,1,1,1,3,0,3,14,20.53,2,1,0,4,7
442,2,2.66,1,10,72,1.0,3.57,1,33,2017,3,2,1,22,0,0,0,1,3,3,2,14,23.46,2,1,0,4,5
443,3,2.91,1,10,72,2.0,4.59,1,75,2017,3,2,1,24,0,0,0,1,2,2,2,17,26.67,1,2,0,4,7
444,4,3.08,1,10,72,2.0,3.6,2,63,2017,3,2,1,24,0,0,0,1,2,1,2,17,29.91,1,2,0,4,7
445,3,1.84,1,5,72,2.0,3.91,3,46,2017,3,2,1,24,0,0,0,1,2,2,2,17,33.07,1,2,0,4,8
446,2,1.39,1,5,72,2.0,2.87,1,46,2017,3,2,1,24,0,0,0,1,3,2,2,17,29.46,2,2,0,4,6
447,3,1.7,1,5,72,1.0,2.57,2,49,2017,3,2,1,24,0,0,0,1,2,2,2,17,23.65,1,2,0,4,7
448,2,3.61,0,10,70,1.0,4.43,1,75,2017,1,2,1,30,0,1,0,1,2,4,2,0,28.92,1,0,0,1,7
450,2,3.32,1,15,72,1.0,3.69,1,75,2017,1,2,1,26,0,0,1,1,3,2,2,0,25.06,1,2,0,1,6
451,3,1.83,1,15,71,0.0,7.46,1,59,2017,1,2,1,22,0,0,1,1,2,2,2,0,22.07,1,2,0,1,7
452,2,2.81,0,10,70,2.0,5.25,2,86,2017,1,2,1,30,0,1,0,1,2,4,2,0,26.72,1,0,0,1,6
453,2,2.5,0,7,70,1.0,4.38,2,83,2017,1,2,1,28,0,1,0,1,2,4,2,0,31.44,2,0,0,1,8
455,3,3.36,1,10,72,1.0,5.33,2,52,2017,1,2,1,26,0,1,1,1,2,2,2,0,26.0,1,1,0,1,8
456,2,2.21,0,13,71,2.0,1.64,1,45,2017,1,2,1,21,0,0,0,1,3,3,2,0,32.17,2,1,0,1,5
458,3,0.71,1,10,72,2.0,5.77,1,57,2017,1,2,1,26,1,1,1,1,2,2,2,0,18.54,1,1,0,1,7
459,2,2.75,0,6,70,1.0,4.3,3,74,2017,1,2,1,30,0,1,1,1,2,4,2,0,30.48,2,0,0,2,7
460,2,3.04,0,10,71,1.0,6.28,1,75,2017,1,2,1,21,0,1,1,1,3,2,2,0,25.31,1,1,0,2,6
461,2,2.63,0,10,71,1.0,5.97,2,55,2017,1,2,1,21,0,1,1,1,2,3,2,0,18.35,1,1,0,2,8
463,3,1.32,1,10,72,2.0,6.65,2,62,2017,1,2,1,26,1,0,0,1,2,2,2,0,23.53,1,2,0,2,7
464,3,1.96,1,10,71,2.0,4.77,2,50,2017,1,2,1,22,1,0,0,1,2,3,2,0,24.7,1,1,0,2,7
466,2,2.97,0,10,71,1.0,3.61,1,38,2017,1,2,1,21,0,1,1,1,3,3,2,0,23.8,1,0,0,2,6
467,2,0.6,1,10,72,1.0,6.15,1,54,2017,1,2,1,26,1,0,0,1,3,2,2,0,28.54,1,2,0,2,7
468,2,3.16,0,10,70,2.0,3.64,2,28,2017,1,2,1,30,0,1,0,1,2,4,2,0,29.4,1,0,0,3,7
469,2,2.43,0,9,71,1.0,4.46,1,27,2017,1,2,1,21,0,1,0,1,3,3,2,0,31.51,2,0,0,3,6
470,2,2.08,0,10,71,2.0,4.53,2,17,2017,1,2,1,21,0,1,0,1,2,4,2,0,26.93,1,0,0,3,7
471,3,2.42,1,10,72,1.0,4.27,2,75,2017,1,2,1,26,1,0,1,1,2,2,2,0,28.32,1,2,0,3,7
472,2,1.71,0,10,70,2.0,3.17,2,68,2017,1,2,1,30,0,0,0,1,2,3,2,0,29.9,1,2,0,3,8
474,2,2.22,0,10,71,2.0,4.23,1,26,2017,1,2,1,21,0,1,0,1,3,3,2,0,22.82,1,0,0,3,6
475,2,1.73,0,5,70,1.0,4.34,2,5,2017,1,2,1,30,0,1,0,1,2,4,2,0,28.84,2,0,0,3,7
476,2,1.95,0,2,70,1.0,2.1,2,2,2017,1,2,1,30,0,1,0,1,2,4,2,0,26.91,3,0,0,3,8
477,2,1.72,1,2,71,1.0,4.01,1,22,2017,1,2,1,22,1,1,1,1,3,3,2,0,31.0,2,0,0,3,6
478,2,2.18,0,17,71,1.0,3.35,1,82,2017,1,2,1,21,0,0,1,1,3,2,2,3,24.74,2,2,0,4,6
479,2,3.2,0,10,71,2.0,3.48,1,61,2017,1,2,1,21,0,1,1,1,3,3,2,3,19.6,1,0,0,4,6
480,2,4.02,0,10,70,2.0,4.85,3,99,2017,1,2,1,30,0,1,1,1,2,4,2,3,24.26,1,0,0,4,8
482,2,2.54,0,10,70,1.0,5.59,3,86,2017,1,2,1,30,0,1,1,1,2,4,2,3,25.24,1,0,0,4,8
484,3,2.75,0,10,70,2.0,5.62,3,76,2017,1,2,1,30,0,0,1,1,2,2,2,3,28.34,1,2,0,4,8
485,3,1.11,0,7,70,2.0,3.25,3,73,2017,1,2,1,30,0,0,1,1,2,2,2,3,30.34,2,2,0,4,8
487,3,2.4,0,10,71,1.0,3.92,3,60,2017,1,2,1,21,0,1,1,1,2,3,2,3,23.93,1,0,0,4,8
488,3,1.25,0,9,70,1.0,4.72,3,59,2017,1,2,1,30,0,1,1,1,2,3,2,3,27.05,2,0,0,4,8
490,4,2.27,1,4,72,1.0,4.29,2,70,2017,2,2,2,22,0,0,0,1,2,1,2,0,26.84,2,2,0,1,7
491,3,3.43,1,10,72,1.0,5.52,1,66,2017,2,2,2,22,0,0,0,1,3,1,2,0,22.13,1,2,0,1,6
492,3,1.85,0,10,71,2.0,2.97,1,94,2017,2,1,2,22,0,0,1,1,3,2,2,0,24.66,1,2,0,1,7
493,4,3.63,1,10,72,1.0,4.55,3,54,2017,2,2,2,22,0,0,0,1,2,1,2,0,25.8,1,2,0,1,8
494,3,2.24,1,10,72,2.0,3.46,1,36,2017,2,2,2,22,0,0,0,1,3,1,2,0,24.65,1,2,0,1,6
